Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price_euro,km_year,Dis_rating,Nalog_cof,Price_Ru
Mercedes,M Class,2014,Crossover,202000.0,2200.0,Diesel,Automatic,26500.0,25250.0,large,0.9,1653070.0
Renault,Grand Scenic,2009,Universal,282000.0,1500.0,Diesel,Manual,5500.0,21692.30769230769,large,0.6,343090.0
Dacia,Logan Mcv,2007,Universal,450000.0,1600.0,Metan/Propan,Manual,2700.0,30000.0,large,0.6,168426.0
Skoda,Fabia,2016,Universal,199000.0,1422.0,Diesel,Manual,6750.0,33166.666666666664,large,0.6,421065.0
Mazda,323,1998,Hatchback,320000.0,1500.0,Metan/Propan,Manual,1350.0,13333.333333333334,medium,0.6,84213.0
Renault,Laguna,2005,Hatchback,165000.0,200.0,Petrol,Automatic,3500.0,9705.882352941177,low,0.6,218330.0
Volkswagen,Polo,2002,Hatchback,231000.0,1400.0,Diesel,Manual,3250.0,11550.0,medium,0.6,202735.0
Lexus,CT Series,2013,Hatchback,241000.0,1800.0,Hybrid,Automatic,9990.0,26777.777777777777,large,0.6,623176.2000000001
Toyota,Corolla,2007,Sedan,260000.0,1400.0,Diesel,Manual,6500.0,17333.333333333332,medium,0.6,405470.0
Opel,Vectra,1993,Sedan,340000.0,1600.0,Metan/Propan,Manual,900.0,11724.137931034482,medium,0.6,56142.0
Toyota,Rare,1998,Minivan,22000.0,2200.0,Diesel,Manual,1500.0,916.6666666666666,low,0.9,93570.0
Ford,Fusion,2019,Sedan,45000.0,2000.0,Hybrid,Automatic,15200.0,15000.0,medium,0.6,948176.0
Lexus,CT Series,2011,Hatchback,165000.0,1800.0,Hybrid,Automatic,10500.0,15000.0,medium,0.6,654990.0
Volkswagen,Golf,1995,Hatchback,230000.0,1600.0,Diesel,Manual,500.0,8518.518518518518,low,0.6,31190.0
Seat,Ibiza,2009,Hatchback,177000.0,1400.0,Diesel,Manual,4600.0,13615.384615384615,medium,0.6,286948.0
Nissan,Primera,1998,Sedan,87000.0,1600.0,Petrol,Manual,800.0,3625.0,low,0.6,49904.0
Renault,Scenic,2016,Hatchback,20700.0,1461.0,Diesel,Manual,8000.0,3450.0,low,0.6,499040.0
Volkswagen,Golf,2003,Hatchback,235000.0,1900.0,Diesel,Manual,1299.0,12368.421052631578,medium,0.6,81031.62000000001
BMW,X5,2008,SUV,245000.0,2998.0,Diesel,Automatic,12300.0,17500.0,medium,0.9,767274.0
Mercedes,M Class,2007,SUV,210000.0,2987.0,Diesel,Automatic,7800.0,14000.0,medium,0.9,486564.0
Moskvich / Izh,Rare,1993,Combi,250000.0,1500.0,Petrol,Manual,25000.0,8620.689655172413,low,0.6,1559500.0
Volkswagen,Touareg,2005,SUV,259001.0,2500.0,Diesel,Automatic,9499.0,15235.35294117647,medium,0.9,592547.62
Opel,Astra,2011,Universal,200000.0,1300.0,Diesel,Manual,6150.0,18181.81818181818,medium,0.6,383637.0
Mercedes,C Class,1998,Universal,330000.0,2200.0,Diesel,Manual,2600.0,13750.0,medium,0.9,162188.0
Vaz,Rare,1997,Sedan,22222.0,1500.0,Petrol,Manual,750.0,888.88,low,0.6,46785.0
Toyota,Rare,2016,Pickup,104000.0,2800.0,Diesel,Automatic,30200.0,17333.333333333332,medium,0.9,1883876.0
Dacia,Duster,2015,Crossover,150000.0,1500.0,Diesel,Manual,8300.0,21428.571428571428,large,0.6,517754.0
Opel,Astra,2012,Universal,212000.0,1300.0,Diesel,Manual,7000.0,21200.0,large,0.6,436660.0
Honda,Civic,2007,Hatchback,240000.0,2000.0,Metan/Propan,Automatic,4700.0,16000.0,medium,0.6,293186.0
Opel,Combo,2008,Minivan,220000.0,1300.0,Diesel,Manual,3200.0,15714.285714285714,medium,0.6,199616.0
Citroen,Berlingo,2002,Combi,27000.0,1400.0,Petrol,Manual,1500.0,1350.0,low,0.6,93570.0
Honda,Civic,2008,Sedan,78000.0,1500.0,Hybrid,Automatic,3300.0,5571.428571428572,low,0.6,205854.0
Audi,A4,2003,Sedan,132000.0,1800.0,Petrol,Manual,3100.0,6947.368421052632,low,0.6,193378.0
Opel,Astra,2010,Universal,102000.0,1600.0,Petrol,Manual,3550.0,8500.0,low,0.6,221449.0
KIA,Ceed,2008,Hatchback,125000.0,1400.0,Diesel,Manual,3300.0,8928.57142857143,low,0.6,205854.0
Mercedes,E Class,2011,Sedan,189000.0,1800.0,Petrol,Automatic,7300.0,17181.81818181818,medium,0.6,455374.0
Renault,Rare,1986,Hatchback,158000.0,2200.0,Metan/Propan,Manual,600.0,4388.888888888889,low,0.9,37428.0
Hyundai,Tucson,2008,Crossover,174000.0,2000.0,Petrol,Automatic,4400.0,12428.57142857143,medium,0.6,274472.0
Nissan,Qashqai,2011,Crossover,132000.0,2000.0,Petrol,Manual,5500.0,12000.0,medium,0.6,343090.0
Opel,Vectra,2000,Universal,178000.0,2000.0,Petrol,Manual,1150.0,8090.909090909091,low,0.6,71737.0
Toyota,Rav 4,2013,Crossover,112000.0,2200.0,Diesel,Automatic,10500.0,12444.444444444443,medium,0.9,654990.0
Audi,A6,2006,Universal,145000.0,2000.0,Petrol,Automatic,5200.0,9062.5,low,0.6,324376.0
Ford,Fusion,2005,Universal,185000.0,1400.0,Metan/Propan,Manual,3499.0,10882.35294117647,medium,0.6,218267.62
BMW,5 Series,1990,Sedan,250000.0,200.0,Petrol,Manual,2100.0,7812.5,low,0.6,130998.0
Mercedes,E Class,2008,Sedan,365000.0,2200.0,Diesel,Automatic,10000.0,26071.42857142857,large,0.9,623800.0
Hyundai,ix35,2013,Crossover,130000.0,200.0,Diesel,Automatic,13000.0,14444.444444444443,medium,0.6,810940.0
Mercedes,E Class,2005,Sedan,331000.0,2200.0,Diesel,Automatic,8300.0,19470.58823529412,large,0.9,517754.0
Opel,Insignia,2013,Sedan,190000.0,1400.0,Petrol,Manual,8500.0,21111.11111111111,large,0.6,530230.0
Nissan,Qashqai,2016,SUV,177720.0,1500.0,Diesel,Manual,11900.0,29620.0,large,0.6,742322.0
Toyota,Avensis,2001,Universal,298000.0,200.0,Petrol,Automatic,2500.0,14190.47619047619,medium,0.6,155950.0
Vaz,2106,1990,Sedan,44000.0,1300.0,Petrol,Manual,1150.0,1375.0,low,0.6,71737.0
Toyota,Yaris,2001,Sedan,310000.0,1300.0,Petrol,Manual,2700.0,14761.90476190476,medium,0.6,168426.0
Mercedes,Rare,2015,Minivan,37000.0,2000.0,Petrol,Automatic,20900.0,5285.714285714285,low,0.6,1303742.0
Lexus,IS Series,2016,Coupe,54000.0,2000.0,Petrol,Automatic,20500.0,9000.0,low,0.6,1278790.0
Lexus,Rare,2016,Coupe,54000.0,2000.0,Petrol,Automatic,20500.0,9000.0,low,0.6,1278790.0
BMW,3 Series,1995,Coupe,264000.0,1991.0,Petrol,Manual,4000.0,9777.777777777776,low,0.6,249520.0
Toyota,Rav 4,2016,SUV,38000.0,2500.0,Hybrid,Automatic,21000.0,6333.333333333333,low,0.9,1309980.0
Vaz,Rare,1994,Sedan,10000.0,1500.0,Petrol,Manual,17000.0,357.1428571428572,low,0.6,1060460.0
BMW,3 Series,2007,Hatchback,270000.0,200.0,Diesel,Manual,6600.0,18000.0,medium,0.6,411708.0
Mitsubishi,Rare,2006,Minivan,267000.0,2000.0,Diesel,Manual,6000.0,16687.5,medium,0.6,374280.0
Lexus,CT Series,2015,Hatchback,127350.0,1798.0,Hybrid,Automatic,14200.0,18192.85714285714,medium,0.6,885796.0
Volvo,XC90,2005,SUV,225000.0,2400.0,Diesel,Automatic,3500.0,13235.29411764706,medium,0.9,218330.0
Opel,Astra,2009,Universal,250000.0,1300.0,Diesel,Manual,4800.0,19230.76923076923,large,0.6,299424.0
BMW,5 Series,2002,Sedan,255280.0,3000.0,Diesel,Manual,2350.0,12764.0,medium,0.9,146593.0
Volkswagen,Polo,2012,Hatchback,151631.0,1200.0,Petrol,Manual,3900.0,15163.1,medium,0.6,243282.0
Mercedes,Vito,2008,Minivan,312000.0,2200.0,Diesel,Automatic,5400.0,22285.714285714286,large,0.9,336852.0
Nissan,Qashqai,2012,SUV,155790.0,1500.0,Diesel,Manual,7000.0,15579.0,medium,0.6,436660.0
Mercedes,Rare,2001,Coupe,215000.0,200.0,Petrol,Automatic,4800.0,10238.09523809524,low,0.6,299424.0
Opel,Astra,2013,Universal,16500.0,1400.0,Petrol,Manual,6700.0,1833.3333333333333,low,0.6,417946.0
Honda,Accord,2002,Sedan,256000.0,1800.0,Petrol,Manual,4200.0,12800.0,medium,0.6,261996.0
Renault,Rare,2011,Sedan,171000.0,1500.0,Diesel,Manual,5500.0,15545.454545454546,medium,0.6,343090.0
Lexus,NX Series,2017,Crossover,29000.0,1998.0,Petrol,Automatic,25000.0,5800.0,low,0.6,1559500.0
Toyota,Avensis,2012,Sedan,187000.0,1798.0,Petrol,Automatic,10100.0,18700.0,medium,0.6,630038.0
KIA,Optima,2012,Sedan,75000.0,2400.0,Metan/Propan,Automatic,8000.0,7500.0,low,0.9,499040.0
Opel,Corsa,2011,Hatchback,200000.0,1300.0,Diesel,Manual,4200.0,18181.81818181818,medium,0.6,261996.0
Opel,Astra,2012,Universal,200000.0,1300.0,Diesel,Manual,6100.0,20000.0,large,0.6,380518.0
Volkswagen,Jetta,2013,Sedan,188185.0,1395.0,Hybrid,Automatic,8600.0,20909.444444444445,large,0.6,536468.0
BMW,5 Series,2000,Sedan,289000.0,200.0,Petrol,Manual,2500.0,13136.363636363636,medium,0.6,155950.0
Toyota,Rav 4,2006,Crossover,152369.0,2000.0,Metan/Propan,Manual,8500.0,9523.0625,low,0.6,530230.0
Mini,Rare,2004,Coupe,123456.0,1400.0,Diesel,Manual,3800.0,6858.666666666667,low,0.6,237044.0
BMW,5 Series,2001,Sedan,320000.0,3000.0,Diesel,Manual,6900.0,15238.09523809524,medium,0.9,430422.0
Ford,Transit Connect,2011,Coupe,252000.0,1800.0,Diesel,Manual,4200.0,22909.090909090908,large,0.6,261996.0
BMW,X5,2016,Crossover,47300.0,3000.0,Petrol,Automatic,21600.0,7883.333333333333,low,0.9,1347408.0
Vaz,2106,1986,Sedan,40000.0,1600.0,Petrol,Manual,1700.0,1111.111111111111,low,0.6,106046.0
Opel,Astra,2012,Universal,117000.0,1300.0,Diesel,Manual,3500.0,11700.0,medium,0.6,218330.0
Volkswagen,Jetta,2013,Sedan,130000.0,1400.0,Hybrid,Automatic,4100.0,14444.444444444443,medium,0.6,255758.0
Opel,Rare,1994,SUV,375000.0,3200.0,Metan/Propan,Manual,3100.0,13392.857142857143,medium,1.2,193378.0
Toyota,Avensis,2012,Universal,120000.0,2200.0,Diesel,Manual,11400.0,12000.0,medium,0.9,711132.0
Toyota,Avensis,2012,Universal,120000.0,2200.0,Diesel,Manual,8600.0,12000.0,medium,0.9,536468.0
Toyota,Auris,2009,Hatchback,150000.0,1400.0,Diesel,Manual,4500.0,11538.46153846154,medium,0.6,280710.0
Fiat,Rare,2013,Combi,146560.0,1300.0,Diesel,Manual,2600.0,16284.444444444443,medium,0.6,162188.0
BMW,5 Series,1994,Sedan,280000.0,2000.0,Petrol,Manual,2300.0,10000.0,low,0.6,143474.0
Nissan,Qashqai+2,2009,Crossover,197000.0,1500.0,Diesel,Manual,7750.0,15153.846153846154,medium,0.6,483445.0
Volvo,Rare,2006,Universal,120000.0,2000.0,Diesel,Manual,3000.0,7500.0,low,0.6,187140.0
Mitsubishi,Rare,2008,Hatchback,190000.0,1500.0,Petrol,Automatic,2200.0,13571.42857142857,medium,0.6,137236.0
Mercedes,E Class,2005,Sedan,350000.0,320.0,Diesel,Automatic,4300.0,20588.235294117647,large,0.6,268234.0
Fiat,Rare,1996,Hatchback,145000.0,1400.0,Petrol,Manual,1000.0,5576.923076923077,low,0.6,62380.0
Volkswagen,Passat,2006,Universal,123456.0,2000.0,Diesel,Manual,4500.0,7716.0,low,0.6,280710.0
Audi,A6,2006,Sedan,123456.0,2000.0,Diesel,Automatic,5000.0,7716.0,low,0.6,311900.0
Mercedes,E Class,2006,Sedan,123456.0,2200.0,Diesel,Automatic,6500.0,7716.0,low,0.9,405470.0
Rover,Rare,1995,Sedan,100000.0,1997.0,Petrol,Manual,1313.0,3703.703703703704,low,0.6,81904.94
KIA,Ceed,2018,Hatchback,99000.0,1398.0,Petrol,Manual,8950.0,24750.0,large,0.6,558301.0
Vaz,2107,1989,Sedan,18900.0,1300.0,Petrol,Manual,850.0,572.7272727272727,low,0.6,53023.0
Nissan,Qashqai,2016,SUV,145000.0,1500.0,Diesel,Manual,12500.0,24166.666666666668,large,0.6,779750.0
Volkswagen,Touran,2005,Minivan,250700.0,1890.0,Diesel,Manual,4500.0,14747.058823529413,medium,0.6,280710.0
Toyota,Corolla,2008,Sedan,250000.0,1400.0,Diesel,Manual,6500.0,17857.14285714286,medium,0.6,405470.0
Renault,Clio,2016,Universal,144000.0,1500.0,Diesel,Automatic,7800.0,24000.0,large,0.6,486564.0
BMW,5 Series,2004,Sedan,260000.0,2500.0,Diesel,Automatic,4550.0,14444.444444444443,medium,0.9,283829.0
Toyota,Corolla Verso,2007,Minivan,136000.0,2200.0,Diesel,Manual,4200.0,9066.666666666666,low,0.9,261996.0
Opel,Meriva,2004,Hatchback,125000.0,1400.0,Petrol,Manual,2200.0,6944.444444444444,low,0.6,137236.0
Nissan,Rare,2007,Hatchback,125000.0,1500.0,Diesel,Manual,2200.0,8333.333333333334,low,0.6,137236.0
Toyota,Rare,2002,Hatchback,125000.0,1300.0,Petrol,Manual,1400.0,6250.0,low,0.6,87332.0
Renault,Rare,2008,Sedan,102000.0,1400.0,Petrol,Manual,1850.0,7285.714285714285,low,0.6,115403.0
Opel,Corsa,2006,Hatchback,123500.0,1400.0,Petrol,Automatic,2800.0,7718.75,low,0.6,174664.0
Mercedes,C Class,1995,Sedan,325000.0,2000.0,Petrol,Automatic,3200.0,12037.037037037036,medium,0.6,199616.0
Nissan,Juke,2016,Crossover,84000.0,1600.0,Petrol,Automatic,7200.0,14000.0,medium,0.6,449136.0
Mazda,323,1997,Hatchback,156000.0,1500.0,Petrol,Manual,990.0,6240.0,low,0.6,61756.200000000004
Ford,Fiesta,2008,Hatchback,117000.0,1400.0,Diesel,Manual,2100.0,8357.142857142857,low,0.6,130998.0
Nissan,Micra,2011,Hatchback,85000.0,1200.0,Petrol,Manual,3600.0,7727.272727272727,low,0.6,224568.0
Nissan,Primera,2001,Hatchback,235000.0,1800.0,Petrol,Manual,1400.0,11190.47619047619,medium,0.6,87332.0
Jeep,Rare,2002,SUV,132000.0,2700.0,Diesel,Automatic,5200.0,6600.0,low,0.9,324376.0
Skoda,Octavia,2005,Hatchback,189000.0,2000.0,Diesel,Automatic,3400.0,11117.64705882353,medium,0.6,212092.0
Honda,CR-V,2009,SUV,123000.0,2000.0,Petrol,Automatic,7200.0,9461.53846153846,low,0.6,449136.0
BMW,Rare,2015,Hatchback,157000.0,1500.0,Diesel,Automatic,12990.0,22428.571428571428,large,0.6,810316.2000000001
Skoda,Rare,1998,Hatchback,200000.0,1300.0,Petrol,Manual,800.0,8333.333333333334,low,0.6,49904.0
Toyota,Prius,2013,Hatchback,238000.0,1800.0,Hybrid,Automatic,8600.0,26444.444444444445,large,0.6,536468.0
Toyota,Corolla,2006,Universal,205000.0,1600.0,Petrol,Manual,4500.0,12812.5,medium,0.6,280710.0
Audi,Rare,2003,Universal,316000.0,2500.0,Diesel,Automatic,3000.0,16631.57894736842,medium,0.9,187140.0
Mazda,323,1996,Sedan,282700.0,1500.0,Metan/Propan,Manual,900.0,10873.076923076924,medium,0.6,56142.0
Volkswagen,Passat,2010,Universal,193000.0,1400.0,Petrol,Automatic,7150.0,16083.333333333334,medium,0.6,446017.0
Honda,Civic,1994,Sedan,417000.0,1500.0,Metan/Propan,Manual,1400.0,14892.857142857143,medium,0.6,87332.0
Ford,Fiesta,2018,Hatchback,27456.0,998.0,Petrol,Manual,9000.0,6864.0,low,0.6,561420.0
Toyota,Rav 4,2016,Crossover,116000.0,2494.0,Hybrid,Automatic,18900.0,19333.33333333333,large,0.9,1178982.0
Skoda,Fabia,2017,Hatchback,25862.0,999.0,Petrol,Manual,8700.0,5172.4,low,0.6,542706.0
Skoda,Fabia,2017,Hatchback,30610.0,999.0,Petrol,Manual,8500.0,6122.0,low,0.6,530230.0
Skoda,Fabia,2018,Hatchback,25380.0,999.0,Petrol,Manual,8900.0,6345.0,low,0.6,555182.0
Skoda,Fabia,2017,Hatchback,12882.0,999.0,Petrol,Manual,9200.0,2576.4,low,0.6,573896.0
Skoda,Fabia,2017,Hatchback,18900.0,999.0,Petrol,Manual,8900.0,3780.0,low,0.6,555182.0
Ford,Kuga,2018,Crossover,88000.0,1499.0,Diesel,Automatic,15000.0,22000.0,large,0.6,935700.0
Skoda,Octavia,2019,Sedan,22000.0,1600.0,Petrol,Manual,13300.0,7333.333333333333,low,0.6,829654.0
BMW,7 Series,2010,Sedan,195000.0,3000.0,Petrol,Automatic,15800.0,16250.0,medium,0.9,985604.0
Volkswagen,Golf,2007,Hatchback,196000.0,1400.0,Petrol,Manual,4800.0,13066.666666666666,medium,0.6,299424.0
Volkswagen,Rare,2001,Hatchback,146000.0,1400.0,Petrol,Automatic,2800.0,6952.380952380952,low,0.6,174664.0
Toyota,Auris,2014,Minivan,200000.0,1800.0,Hybrid,Automatic,9000.0,25000.0,large,0.6,561420.0
Opel,Vectra,1992,Hatchback,280000.0,2000.0,Petrol,Manual,800.0,9333.333333333334,low,0.6,49904.0
Nissan,Qashqai,2014,Crossover,180000.0,1600.0,Diesel,Automatic,12000.0,22500.0,large,0.6,748560.0
Audi,A4,2015,Universal,245000.0,2000.0,Diesel,Automatic,19499.0,35000.0,large,0.6,1216347.62
Renault,Megane,2005,Universal,280000.0,1600.0,Metan/Propan,Manual,3450.0,16470.58823529412,medium,0.6,215211.0
Mercedes,E Class,2018,Sedan,135000.0,2000.0,Diesel,Automatic,26990.0,33750.0,large,0.6,1683636.2
Infiniti,Rare,2014,SUV,100050.0,2488.0,Hybrid,Automatic,19900.0,12506.25,medium,0.9,1241362.0
BMW,5 Series,1993,Sedan,10000.0,200.0,Petrol,Manual,1200.0,344.82758620689657,low,0.6,74856.0
Dacia,Logan,2011,Sedan,500000.0,1200.0,Petrol,Manual,1700.0,45454.545454545456,large,0.6,106046.0
Nissan,Qashqai,2015,Crossover,160000.0,1500.0,Diesel,Manual,10000.0,22857.14285714286,large,0.6,623800.0
KIA,Ceed,2008,Hatchback,183800.0,1600.0,Petrol,Automatic,4000.0,13128.57142857143,medium,0.6,249520.0
Lexus,IS Series,2015,Sedan,153000.0,2500.0,Hybrid,Automatic,16900.0,21857.14285714286,large,0.9,1054222.0
Renault,Megane,2005,Universal,238000.0,1500.0,Diesel,Manual,2500.0,14000.0,medium,0.6,155950.0
Toyota,Land Cruiser Prado,2007,SUV,240000.0,3000.0,Diesel,Automatic,12500.0,16000.0,medium,0.9,779750.0
Hyundai,Rare,2009,Sedan,120000.0,1600.0,Petrol,Automatic,4000.0,9230.76923076923,low,0.6,249520.0
Mini,Rare,2004,Coupe,300000.0,1400.0,Diesel,Manual,3800.0,16666.666666666668,medium,0.6,237044.0
Renault,Megane,2017,Universal,97864.0,1500.0,Diesel,Manual,8999.0,19572.8,large,0.6,561357.62
KIA,Sorento,2004,SUV,120000.0,2500.0,Diesel,Automatic,6800.0,6666.666666666667,low,0.9,424184.0
Peugeot,Rare,2012,Universal,187000.0,1400.0,Diesel,Manual,3300.0,18700.0,medium,0.6,205854.0
Renault,Clio,2014,Hatchback,41000.0,1200.0,Petrol,Manual,5800.0,5125.0,low,0.6,361804.0
Mercedes,B Class,2016,Hatchback,174000.0,1500.0,Diesel,Manual,10999.0,29000.0,large,0.6,686117.62
Nissan,X-Trail,2004,Crossover,111111.0,1111.0,Diesel,Manual,2222.0,6172.833333333333,low,0.6,138608.36000000002
Volkswagen,Touran,2006,Universal,212000.0,1896.0,Diesel,Manual,2750.0,13250.0,medium,0.6,171545.0
Dacia,Sandero,2012,Hatchback,88200.0,1200.0,Petrol,Manual,4300.0,8820.0,low,0.6,268234.0
Suzuki,Rare,2005,Sedan,111111.0,1400.0,Diesel,Manual,3200.0,6535.941176470588,low,0.6,199616.0
Skoda,Fabia,2012,Hatchback,167200.0,1200.0,Petrol,Manual,4600.0,16720.0,medium,0.6,286948.0
Renault,Scenic,2005,Universal,220000.0,1600.0,Metan/Propan,Automatic,3800.0,12941.176470588236,medium,0.6,237044.0
Hyundai,ix35,2015,Crossover,146000.0,1700.0,Diesel,Manual,12950.0,20857.14285714286,large,0.6,807821.0
Opel,Astra,2012,Universal,180000.0,1300.0,Diesel,Manual,7100.0,18000.0,medium,0.6,442898.0
Volkswagen,Touran,2011,Minivan,193000.0,1400.0,Petrol,Manual,7599.0,17545.454545454544,medium,0.6,474025.62
Nissan,X-Trail,2015,Crossover,182000.0,1600.0,Diesel,Automatic,16450.0,26000.0,large,0.6,1026151.0
Mercedes,Rare,2005,Universal,190000.0,2200.0,Diesel,Automatic,2500.0,11176.470588235294,medium,0.9,155950.0
Ford,Fusion,2007,Hatchback,180000.0,1400.0,Petrol,Manual,3000.0,12000.0,medium,0.6,187140.0
BMW,X5,2010,SUV,116000.0,3000.0,Diesel,Automatic,21900.0,9666.666666666666,low,0.9,1366122.0
Hyundai,Rare,2003,Hatchback,270000.0,3500.0,Metan/Propan,Automatic,4500.0,14210.526315789471,medium,1.2,280710.0
Mercedes,B Class,2019,Universal,4000.0,1460.0,Diesel,Automatic,24600.0,1333.3333333333333,low,0.6,1534548.0
Mercedes,E Class,2005,Sedan,356000.0,2148.0,Diesel,Automatic,7700.0,20941.176470588234,large,0.9,480326.0
Renault,Megane,2010,Universal,230000.0,1500.0,Diesel,Manual,5200.0,19166.666666666668,large,0.6,324376.0
Mazda,6,2003,Sedan,123456.0,1800.0,Petrol,Manual,3000.0,6497.684210526316,low,0.6,187140.0
Mazda,323,1999,Hatchback,335000.0,1840.0,Petrol,Automatic,1100.0,14565.217391304348,medium,0.6,68618.0
BMW,5 Series,2014,Sedan,179000.0,2000.0,Diesel,Automatic,23000.0,22375.0,large,0.6,1434740.0
Hyundai,Santa FE,2005,Crossover,220000.0,2000.0,Diesel,Manual,4200.0,12941.176470588236,medium,0.6,261996.0
Opel,Rare,1990,Sedan,200000.0,1389.0,Petrol,Manual,800.0,6250.0,low,0.6,49904.0
Nissan,Qashqai,2016,Microvan,70000.0,1600.0,Diesel,Automatic,13500.0,11666.666666666666,medium,0.6,842130.0
Citroen,Berlingo,2001,Minivan,35009.0,1900.0,Diesel,Manual,1500.0,1667.095238095238,low,0.6,93570.0
Audi,A8,2008,Sedan,288000.0,300.0,Petrol,Automatic,12300.0,20571.42857142857,large,0.6,767274.0
Mitsubishi,Rare,1999,Minivan,25888.0,1800.0,Petrol,Manual,2350.0,1125.5652173913045,low,0.6,146593.0
Vaz,2121niva,2001,Coupe,2121.0,1600.0,Petrol,Manual,2121.0,101.0,low,0.6,132307.98
Mazda,626,1992,Hatchback,304229.0,2000.0,Diesel,Manual,750.0,10140.966666666667,low,0.6,46785.0
Ford,Fiesta,2011,Sedan,110000.0,1400.0,Petrol,Automatic,6400.0,10000.0,low,0.6,399232.0
Fiat,Rare,1997,Hatchback,350000.0,1700.0,Diesel,Manual,720.0,14000.0,medium,0.6,44913.6
KIA,Sorento,2005,SUV,260000.0,2500.0,Diesel,Automatic,5000.0,15294.117647058823,medium,0.9,311900.0
Mercedes,C Class,2008,Sedan,162000.0,1800.0,Petrol,Manual,6999.0,11571.42857142857,medium,0.6,436597.62
Opel,Zafira,2003,Sedan,236000.0,1600.0,Petrol,Manual,3500.0,12421.052631578948,medium,0.6,218330.0
BMW,3 Series,1995,Sedan,274525.0,1665.0,Diesel,Manual,2450.0,10167.592592592591,low,0.6,152831.0
Alfa Romeo,Rare,2010,Coupe,170000.0,1400.0,Petrol,Manual,4999.0,14166.666666666666,medium,0.6,311837.62
Skoda,Octavia,2011,Sedan,117000.0,1200.0,Petrol,Manual,5999.0,10636.363636363636,medium,0.6,374217.62
Toyota,Auris,2014,Universal,185000.0,1400.0,Diesel,Manual,8700.0,23125.0,large,0.6,542706.0
Opel,Astra,1993,Hatchback,35621.0,1400.0,Petrol,Manual,1500.0,1228.3103448275865,low,0.6,93570.0
Peugeot,Rare,2005,Combi,400000.0,2000.0,Diesel,Manual,22000.0,23529.41176470588,large,0.6,1372360.0
Citroen,Berlingo,2007,Universal,163000.0,1400.0,Metan/Propan,Manual,2499.0,10866.666666666666,medium,0.6,155887.62
Hyundai,Getz,2003,Hatchback,157000.0,1100.0,Petrol,Manual,2500.0,8263.157894736842,low,0.6,155950.0
Audi,100,1994,Universal,314000.0,2000.0,Metan/Propan,Manual,2200.0,11214.285714285714,medium,0.6,137236.0
Volkswagen,Transporter,2001,Minivan,450000.0,2500.0,Diesel,Manual,5700.0,21428.571428571428,large,0.9,355566.0
Audi,A6,1997,Sedan,388000.0,2400.0,Petrol,Manual,3499.0,15520.0,medium,0.9,218267.62
Toyota,Avensis,2007,Combi,245000.0,2000.0,Diesel,Manual,7500.0,16333.333333333334,medium,0.6,467850.0
Renault,Scenic,2009,Hatchback,200000.0,1500.0,Diesel,Manual,5200.0,15384.615384615385,medium,0.6,324376.0
Opel,Corsa,2011,Hatchback,155000.0,1300.0,Diesel,Manual,4300.0,14090.90909090909,medium,0.6,268234.0
Mercedes,GLK Class,2014,SUV,167000.0,2143.0,Diesel,Automatic,22300.0,20875.0,large,0.9,1391074.0
Volkswagen,Passat,2002,Universal,405587.0,1900.0,Diesel,Manual,4000.0,20279.35,large,0.6,249520.0
Volkswagen,Golf,1998,Hatchback,20000.0,1400.0,Petrol,Manual,1500.0,833.3333333333334,low,0.6,93570.0
Citroen,Rare,2011,Hatchback,65000.0,1600.0,Diesel,Manual,3300.0,5909.090909090909,low,0.6,205854.0
Suzuki,Rare,2007,SUV,223000.0,2000.0,Diesel,Manual,4700.0,14866.666666666666,medium,0.6,293186.0
Hyundai,Getz,2009,Hatchback,45000.0,1100.0,Petrol,Manual,2150.0,3461.538461538461,low,0.6,134117.0
Nissan,Almera,2004,Hatchback,165000.0,1500.0,Diesel,Manual,1600.0,9166.666666666666,low,0.6,99808.0
Volkswagen,Polo,2014,Hatchback,129000.0,1400.0,Diesel,Manual,7500.0,16125.0,medium,0.6,467850.0
Opel,Corsa,2012,Sedan,75000.0,1229.0,Petrol,Manual,5300.0,7500.0,low,0.6,330614.0
Opel,Corsa,2001,Hatchback,231862.0,1400.0,Petrol,Manual,2900.0,11041.047619047618,medium,0.6,180902.0
Honda,Civic,2001,Hatchback,197000.0,1600.0,Petrol,Manual,3800.0,9380.952380952382,low,0.6,237044.0
Opel,Corsa,2013,Sedan,172000.0,1300.0,Diesel,Manual,5100.0,19111.11111111111,large,0.6,318138.0
Volkswagen,Passat,2001,Universal,300000.0,1900.0,Diesel,Manual,4700.0,14285.714285714286,medium,0.6,293186.0
Skoda,Rare,2009,Universal,170000.0,1400.0,Petrol,Manual,7750.0,13076.923076923076,medium,0.6,483445.0
Toyota,Avensis,2008,Universal,300000.0,2200.0,Diesel,Manual,2800.0,21428.571428571428,large,0.9,174664.0
Dacia,Duster,2014,Crossover,150000.0,1500.0,Diesel,Manual,8000.0,18750.0,medium,0.6,499040.0
Volkswagen,Transporter,2004,Minivan,234100.0,2500.0,Diesel,Manual,6100.0,13005.555555555557,medium,0.9,380518.0
Honda,CR-V,2007,Crossover,187000.0,2200.0,Diesel,Manual,8800.0,12466.666666666666,medium,0.9,548944.0
Mazda,626,1988,Coupe,23000.0,2200.0,Petrol,Manual,2150.0,676.4705882352941,low,0.9,134117.0
