Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price_euro,km_year,Dis_rating,Nalog_cof,Price_Ru
Mercedes,E Class,2005,Sedan,410130.0,3000.0,Diesel,Automatic,10199.0,24125.29411764706,large,0.9,636213.62
Mercedes,E Class,2017,Sedan,156000.0,2200.0,Diesel,Automatic,30299.0,31200.0,large,0.9,1890051.62
Renault,Megane,2013,Universal,265709.0,1500.0,Diesel,Manual,6299.0,29523.222222222223,large,0.6,392931.62
Seat,Ibiza,2012,Universal,210000.0,1200.0,Diesel,Manual,5399.0,21000.0,large,0.6,336789.62
Mercedes,E Class,2014,Sedan,292583.0,2200.0,Diesel,Automatic,14300.0,36572.875,large,0.9,892034.0
Mercedes,Vito,2010,Microvan,252833.0,2200.0,Diesel,Manual,9799.0,21069.416666666668,large,0.9,611261.62
Audi,Rare,2016,Hatchback,68970.0,1400.0,Hybrid,Automatic,14399.0,11495.0,medium,0.6,898209.62
Land Rover,Range Rover,2006,Crossover,284485.0,2900.0,Diesel,Automatic,12999.0,17780.3125,medium,0.9,810877.62
Honda,Civic,2010,Sedan,171152.0,1300.0,Hybrid,Automatic,7199.0,14262.666666666666,medium,0.6,449073.62
Lexus,RX Series,2010,Crossover,118483.0,3500.0,Petrol,Automatic,19999.0,9873.583333333334,low,1.2,1247537.62
Opel,Astra,2011,Universal,172323.0,1400.0,Petrol,Automatic,6199.0,15665.727272727272,medium,0.6,386693.62
Mercedes,Rare,2014,Crossover,104927.0,3000.0,Diesel,Automatic,39899.0,13115.875,medium,0.9,2488899.62
Chevrolet,Rare,2016,Sedan,170546.0,1800.0,Hybrid,Automatic,11500.0,28424.33333333333,large,0.6,717370.0
Land Rover,Range Rover Sport,2006,Crossover,307036.0,2700.0,Diesel,Automatic,11999.0,19189.75,large,0.9,748497.62
Mercedes,GLC,2021,Crossover,3485.0,2000.0,Petrol,Automatic,54499.0,3485.0,low,0.6,3399647.62
Ford,Rare,2017,Crossover,104337.0,1500.0,Petrol,Automatic,12999.0,20867.4,large,0.6,810877.62
Land Rover,Range Rover,2008,SUV,293598.0,3600.0,Diesel,Automatic,15999.0,20971.285714285717,large,1.2,998017.62
Honda,Civic,2009,Sedan,166822.0,1400.0,Hybrid,Automatic,5599.0,12832.46153846154,medium,0.6,349265.62
Hyundai,ix35,2014,Crossover,154699.0,2000.0,Diesel,Automatic,15799.0,19337.375,large,0.6,985541.62
Mercedes,Rare,2007,Crossover,210941.0,4000.0,Diesel,Automatic,23999.0,14062.733333333334,medium,1.2,1497057.62
Mercedes,E Class,2002,Sedan,274275.0,2600.0,Metan/Propan,Manual,7199.0,13713.75,medium,0.9,449073.62
Renault,Scenic,2012,Universal,233097.0,1500.0,Diesel,Manual,7699.0,23309.7,large,0.6,480263.62
Mercedes,E Class,2016,Sedan,132309.0,2000.0,Diesel,Automatic,27900.0,22051.5,large,0.6,1740402.0
Skoda,Fabia,2011,Universal,170038.0,1200.0,Diesel,Manual,5199.0,15458.0,medium,0.6,324313.62
Citroen,Rare,2005,Hatchback,167635.0,1600.0,Petrol,Manual,3850.0,9860.882352941177,low,0.6,240163.0
Toyota,Auris,2014,Universal,103638.0,1800.0,Hybrid,Automatic,9499.0,12954.75,medium,0.6,592547.62
Renault,Talisman,2018,Universal,176340.0,1500.0,Diesel,Automatic,11499.0,44085.0,large,0.6,717307.62
Mitsubishi,Outlander,2018,Crossover,13667.0,2000.0,Plug-in Hybrid,Automatic,21499.0,3416.75,low,0.6,1341107.62
Lexus,CT Series,2011,Hatchback,108000.0,1800.0,Hybrid,Automatic,10999.0,9818.181818181818,low,0.6,686117.62
Opel,Astra,2011,Universal,254000.0,1300.0,Diesel,Manual,7999.0,23090.90909090909,large,0.6,498977.62
Hyundai,Tucson,2006,Crossover,264000.0,2000.0,Metan/Propan,Manual,7099.0,16500.0,medium,0.6,442835.62
Audi,A6,1999,Sedan,420247.0,2500.0,Diesel,Automatic,5199.0,18271.60869565217,medium,0.9,324313.62
Audi,A6,2016,Sedan,103791.0,2000.0,Petrol,Automatic,18499.0,17298.5,medium,0.6,1153967.62
Dacia,Logan,2007,Universal,273000.0,1500.0,Diesel,Manual,3699.0,18200.0,medium,0.6,230743.62
Volkswagen,Golf,2008,Hatchback,198238.0,1400.0,Petrol,Automatic,6799.0,14159.857142857143,medium,0.6,424121.62
Renault,Megane,2013,Hatchback,190435.0,1461.0,Diesel,Manual,7899.0,21159.444444444445,large,0.6,492739.62
Nissan,Qashqai,2015,Crossover,107585.0,1200.0,Petrol,Automatic,12750.0,15369.285714285714,medium,0.6,795345.0
Lexus,RX Series,2011,Crossover,196982.0,3500.0,Hybrid,Automatic,22400.0,17907.454545454544,medium,1.2,1397312.0
Audi,A8,2010,Sedan,107768.0,4200.0,Petrol,Automatic,21500.0,8980.666666666666,low,1.5,1341170.0
Volvo,XC60,2020,Crossover,5624.0,2000.0,Hybrid,Automatic,49999.0,2812.0,low,0.6,3118937.62
Nissan,Qashqai,2011,Crossover,149000.0,1500.0,Diesel,Manual,9599.0,13545.454545454546,medium,0.6,598785.62
Renault,Megane,2017,Universal,217246.0,1500.0,Diesel,Manual,12199.0,43449.2,large,0.6,760973.62
Ford,Fusion,2013,Sedan,103798.0,2000.0,Hybrid,Automatic,12899.0,11533.111111111111,medium,0.6,804639.62
BMW,5 Series,2007,Sedan,197954.0,2000.0,Diesel,Automatic,9999.0,13196.933333333332,medium,0.6,623737.62
Volkswagen,Rare,2011,Cabriolet,141708.0,1400.0,Petrol,Manual,10500.0,12882.545454545454,medium,0.6,654990.0
Toyota,Auris,2009,Hatchback,293088.0,1400.0,Diesel,Manual,6499.0,22545.23076923077,large,0.6,405407.62
Mini,Rare,2011,Hatchback,216801.0,1600.0,Petrol,Automatic,10599.0,19709.18181818182,large,0.6,661165.62
Nissan,Qashqai,2010,Crossover,200185.0,1500.0,Diesel,Manual,8499.0,16682.083333333332,medium,0.6,530167.62
Mercedes,B Class,2010,Hatchback,225240.0,1700.0,Metan/Propan,Automatic,7699.0,18770.0,medium,0.6,480263.62
Lexus,RX Series,2008,Crossover,133994.0,3500.0,Metan/Propan,Automatic,12199.0,9571.0,low,1.2,760973.62
Honda,Accord,2016,Sedan,30652.0,2000.0,Hybrid,Automatic,16199.0,5108.666666666667,low,0.6,1010493.62
Audi,A5,2015,Sedan,145000.0,2000.0,Diesel,Automatic,18900.0,20714.285714285717,large,0.6,1178982.0
Lincoln,Rare,2016,Sedan,52167.0,2000.0,Hybrid,Automatic,17999.0,8694.5,low,0.6,1122777.62
Honda,CR-V,2014,Crossover,168332.0,2199.0,Diesel,Automatic,16999.0,21041.5,large,0.9,1060397.62
Rare_Cheap,Rare,1988,Sedan,57815.0,887.0,Petrol,Manual,2299.0,1700.4411764705883,low,0.6,143411.62
Ford,Focus,2014,Universal,121467.0,1000.0,Petrol,Manual,6699.0,15183.375,medium,0.6,417883.62
Hyundai,Rare,2015,Sedan,38000.0,1600.0,Diesel,Automatic,10899.0,5428.571428571428,low,0.6,679879.62
Toyota,Prius,2010,Universal,215690.0,1798.0,Hybrid,Automatic,9299.0,17974.166666666668,medium,0.6,580071.62
Opel,Astra,2013,Universal,211630.0,1248.0,Diesel,Manual,6999.0,23514.444444444445,large,0.6,436597.62
Audi,Q5,2018,Crossover,13816.0,2995.0,Petrol,Automatic,46999.0,3454.0,low,0.9,2931797.62
Skoda,Octavia,2016,Sedan,117500.0,1600.0,Petrol,Manual,10749.0,19583.33333333333,large,0.6,670522.62
Lexus,GS Series,2015,Sedan,29648.0,1998.0,Petrol,Automatic,26499.0,4235.428571428572,low,0.6,1653007.62
Toyota,Avalon,2013,Sedan,194151.0,2500.0,Hybrid,Automatic,13999.0,21572.33333333333,large,0.9,873257.62
Mazda,Rare,2008,Crossover,165388.0,2261.0,Metan/Propan,Automatic,7250.0,11813.42857142857,medium,0.9,452255.0
Honda,CR-V,2017,Crossover,93349.0,1500.0,Petrol,Automatic,19199.0,18669.8,medium,0.6,1197633.62
Nissan,X-Trail,2017,Crossover,35930.0,2000.0,Hybrid,Automatic,22499.0,7186.0,low,0.6,1403487.62
Toyota,Rare,2011,Universal,157691.0,1798.0,Hybrid,Automatic,9399.0,14335.545454545454,medium,0.6,586309.62
Mercedes,E Class,2013,Sedan,240094.0,2149.0,Hybrid,Automatic,14900.0,26677.11111111111,large,0.9,929462.0
Suzuki,Rare,2015,Crossover,70485.0,1373.0,Petrol,Automatic,14650.0,10069.285714285714,low,0.6,913867.0
Honda,CR-V,2015,Crossover,169000.0,1600.0,Diesel,Automatic,17200.0,24142.85714285714,large,0.6,1072936.0
Volkswagen,Golf,2012,Hatchback,135881.0,1200.0,Petrol,Manual,6699.0,13588.1,medium,0.6,417883.62
Mercedes,E Class,2011,Universal,197920.0,2200.0,Diesel,Automatic,16299.0,17992.727272727272,medium,0.9,1016731.62
Toyota,Avensis,2014,Universal,165788.0,1998.0,Diesel,Manual,13499.0,20723.5,large,0.6,842067.62
Renault,Kangoo,2007,Combi,224668.0,1500.0,Diesel,Manual,4499.0,14977.866666666669,medium,0.6,280647.62
Honda,Accord,2014,Sedan,117299.0,1997.0,Hybrid,Automatic,11850.0,14662.375,medium,0.6,739203.0
Mercedes,GLK Class,2012,Crossover,222695.0,2200.0,Diesel,Automatic,18599.0,22269.5,large,0.9,1160205.62
Volkswagen,Touareg,2007,Crossover,273569.0,2461.0,Diesel,Manual,9799.0,18237.93333333333,medium,0.9,611261.62
Mitsubishi,Rare,1996,Hatchback,258094.0,1300.0,Petrol,Manual,2399.0,9926.692307692309,low,0.6,149649.62
Mercedes,Rare,2012,Universal,226125.0,1461.0,Diesel,Manual,8500.0,22612.5,large,0.6,530230.0
Mitsubishi,Rare,2011,Hatchback,166636.0,1332.0,Petrol,Manual,5799.0,15148.727272727272,medium,0.6,361741.62
Mercedes,E Class,2006,Sedan,285193.0,2200.0,Diesel,Automatic,10199.0,17824.5625,medium,0.9,636213.62
Mercedes,M Class,2005,Universal,315862.0,3000.0,Diesel,Automatic,11999.0,18580.117647058825,medium,0.9,748497.62
Volvo,Rare,2013,Sedan,69150.0,2497.0,Metan/Propan,Automatic,12999.0,7683.333333333333,low,0.9,810877.62
Toyota,Auris,2015,Hatchback,135136.0,1800.0,Hybrid,Automatic,12499.0,19305.14285714286,large,0.6,779687.62
KIA,Sportage,2018,Crossover,31700.0,1591.0,Petrol,Automatic,16950.0,7925.0,low,0.6,1057341.0
Hyundai,Tucson,2016,Crossover,207428.0,2000.0,Diesel,Automatic,19850.0,34571.333333333336,large,0.6,1238243.0
Renault,Megane,2012,Cabriolet,241696.0,1500.0,Diesel,Automatic,6499.0,24169.6,large,0.6,405407.62
Jeep,Rare,2012,Crossover,141812.0,2000.0,Petrol,Automatic,10899.0,14181.2,medium,0.6,679879.62
BMW,5 Series,2011,Sedan,210742.0,2000.0,Diesel,Automatic,16499.0,19158.36363636364,large,0.6,1029207.62
Toyota,Auris,2014,Universal,182672.0,1798.0,Hybrid,Automatic,9400.0,22834.0,large,0.6,586372.0
Ford,Focus,2012,Universal,132571.0,1000.0,Petrol,Manual,6499.0,13257.1,medium,0.6,405407.62
Hyundai,Tucson,2015,Crossover,174445.0,1995.0,Diesel,Automatic,14299.0,24920.714285714286,large,0.6,891971.62
Toyota,Land Cruiser Prado,2007,SUV,233782.0,2700.0,Metan/Propan,Automatic,15199.0,15585.466666666667,medium,0.9,948113.62
Toyota,Avensis,2012,Universal,223348.0,1998.0,Diesel,Manual,11499.0,22334.8,large,0.6,717307.62
Mercedes,Rare,2009,Crossover,320288.0,2987.0,Diesel,Automatic,20699.0,24637.53846153846,large,0.9,1291203.62
BMW,Rare,2014,Crossover,71433.0,2000.0,Diesel,Automatic,25999.0,8929.125,low,0.6,1621817.62
Porsche,Cayenne,2013,Crossover,175853.0,3000.0,Diesel,Automatic,31999.0,19539.222222222223,large,0.9,1996097.62
Renault,Talisman,2016,Sedan,165674.0,1500.0,Diesel,Automatic,11499.0,27612.33333333333,large,0.6,717307.62
Audi,A4,2014,Universal,113073.0,2000.0,Diesel,Automatic,14500.0,14134.125,medium,0.6,904510.0
Lexus,Es Series,2016,Sedan,85682.0,2500.0,Hybrid,Automatic,20500.0,14280.333333333334,medium,0.9,1278790.0
Hyundai,Rare,2012,Universal,150073.0,1396.0,Diesel,Manual,6899.0,15007.3,medium,0.6,430359.62
BMW,5 Series,2012,Sedan,287394.0,2000.0,Diesel,Automatic,16999.0,28739.4,large,0.6,1060397.62
Renault,Megane,2014,Hatchback,110000.0,1500.0,Diesel,Automatic,8499.0,13750.0,medium,0.6,530167.62
Dacia,Rare,2017,Crossover,85904.0,898.0,Petrol,Manual,7599.0,17180.8,medium,0.6,474025.62
Mercedes,Vito,2012,Minivan,234016.0,3000.0,Diesel,Automatic,16500.0,23401.6,large,0.9,1029270.0
BMW,X5,2016,Crossover,147446.0,2000.0,Diesel,Automatic,32500.0,24574.33333333333,large,0.6,2027350.0
Renault,Kadjar,2017,Crossover,162582.0,1200.0,Petrol,Automatic,11499.0,32516.4,large,0.6,717307.62
Toyota,Avensis,2007,Sedan,189853.0,1800.0,Petrol,Automatic,6700.0,12656.866666666669,medium,0.6,417946.0
BMW,X3,2009,Crossover,255000.0,2000.0,Diesel,Manual,11900.0,19615.384615384617,large,0.6,742322.0
BMW,X5,2014,Crossover,180000.0,2000.0,Diesel,Automatic,28299.0,22500.0,large,0.6,1765291.62
Renault,Grand Scenic,2014,Universal,170683.0,1500.0,Diesel,Automatic,9199.0,21335.375,large,0.6,573833.62
Volkswagen,Polo,2010,Hatchback,75255.0,1400.0,Petrol,Automatic,7899.0,6271.25,low,0.6,492739.62
BMW,5 Series,2017,Sedan,40000.0,2000.0,Diesel,Automatic,37500.0,8000.0,low,0.6,2339250.0
Toyota,Auris,2013,Universal,178673.0,1789.0,Hybrid,Automatic,9799.0,19852.555555555555,large,0.6,611261.62
Mercedes,Rare,2015,Universal,163541.0,1500.0,Diesel,Manual,14999.0,23363.0,large,0.6,935637.62
Porsche,Cayenne,2017,Crossover,74576.0,4200.0,Diesel,Automatic,65900.0,14915.2,medium,1.5,4110842.0
Volvo,XC90,2019,Crossover,125981.0,2000.0,Diesel,Automatic,44999.0,41993.66666666666,large,0.6,2807037.62
BMW,5 Series,2012,Sedan,126119.0,2000.0,Petrol,Automatic,13900.0,12611.9,medium,0.6,867082.0
Skoda,Superb,2019,Sedan,2963.0,2000.0,Diesel,Automatic,34500.0,987.6666666666666,low,0.6,2152110.0
Lexus,CT Series,2012,Hatchback,232142.0,1800.0,Hybrid,Automatic,11199.0,23214.2,large,0.6,698593.62
Audi,A8,2017,Sedan,32935.0,3000.0,Diesel,Automatic,67900.0,6587.0,low,0.9,4235602.0
Renault,Kadjar,2017,Crossover,138272.0,1500.0,Diesel,Automatic,14399.0,27654.4,large,0.6,898209.62
Toyota,Land Cruiser,2008,SUV,260432.0,4500.0,Diesel,Automatic,24999.0,18602.285714285717,medium,1.5,1559437.62
Renault,Scenic,2012,Universal,149389.0,1500.0,Diesel,Automatic,8999.0,14938.9,medium,0.6,561357.62
Volkswagen,Golf,2013,Hatchback,86657.0,1200.0,Petrol,Automatic,10499.0,9628.555555555557,low,0.6,654927.62
Audi,A6,2012,Sedan,137010.0,2000.0,Petrol,Automatic,14399.0,13701.0,medium,0.6,898209.62
Volvo,Rare,2015,Sedan,89918.0,1600.0,Diesel,Automatic,14499.0,12845.42857142857,medium,0.6,904447.62
Audi,Q7,2019,Crossover,39594.0,2000.0,Petrol,Automatic,41999.0,13198.0,medium,0.6,2619897.62
Ford,Fusion,2018,Sedan,69940.0,2000.0,Hybrid,Automatic,16499.0,17485.0,medium,0.6,1029207.62
Volkswagen,Golf,2015,Hatchback,193063.0,1400.0,Plug-in Hybrid,Automatic,12999.0,27580.42857142857,large,0.6,810877.62
Lexus,CT Series,2013,Hatchback,142030.0,1800.0,Hybrid,Automatic,10999.0,15781.111111111111,medium,0.6,686117.62
Opel,Astra,2011,Combi,297823.0,1300.0,Diesel,Manual,6699.0,27074.81818181818,large,0.6,417883.62
Opel,Astra,2011,Universal,184300.0,1300.0,Diesel,Manual,5999.0,16754.545454545456,medium,0.6,374217.62
BMW,5 Series,2013,Sedan,172269.0,2000.0,Diesel,Automatic,18499.0,19141.0,large,0.6,1153967.62
Lincoln,Rare,2016,Sedan,70310.0,2000.0,Hybrid,Automatic,19500.0,11718.333333333334,medium,0.6,1216410.0
Skoda,Superb,2016,Universal,30594.0,2000.0,Diesel,Automatic,20499.0,5099.0,low,0.6,1278727.62
Volvo,XC90,2007,Crossover,190202.0,2400.0,Diesel,Automatic,16999.0,12680.133333333331,medium,0.9,1060397.62
Nissan,Qashqai,2007,Crossover,254548.0,2000.0,Petrol,Automatic,7499.0,16969.866666666665,medium,0.6,467787.62
Porsche,Cayenne,2013,Crossover,150467.0,3000.0,Diesel,Automatic,33499.0,16718.555555555555,medium,0.9,2089667.62
Nissan,Rare,2004,Universal,205954.0,1800.0,Petrol,Manual,3999.0,11441.888888888889,medium,0.6,249457.62000000002
Opel,Astra,2012,Universal,225442.0,1300.0,Diesel,Manual,7499.0,22544.2,large,0.6,467787.62
Porsche,Rare,2017,Coupe,30871.0,2000.0,Petrol,Automatic,49499.0,6174.2,low,0.6,3087747.62
Toyota,Rav 4,2013,Crossover,229142.0,2200.0,Diesel,Automatic,16499.0,25460.222222222223,large,0.9,1029207.62
BMW,X5,2020,Crossover,16225.0,2000.0,Diesel,Automatic,67000.0,8112.5,low,0.6,4179460.0
Toyota,Avensis,2012,Sedan,150810.0,1800.0,Petrol,Manual,11499.0,15081.0,medium,0.6,717307.62
BMW,7 Series,2005,Sedan,253611.0,3000.0,Diesel,Automatic,10999.0,14918.29411764706,medium,0.9,686117.62
Skoda,Superb,2009,Sedan,221295.0,1800.0,Petrol,Manual,7899.0,17022.69230769231,medium,0.6,492739.62
BMW,X5,2017,Crossover,75983.0,2000.0,Hybrid,Automatic,36999.0,15196.6,medium,0.6,2307997.62
Toyota,Prius,2014,Universal,98000.0,1800.0,Hybrid,Automatic,10999.0,12250.0,medium,0.6,686117.62
BMW,5 Series,2014,Sedan,145243.0,2000.0,Diesel,Automatic,21999.0,18155.375,medium,0.6,1372297.62
Volkswagen,Passat,2015,Sedan,157536.0,1800.0,Petrol,Automatic,13899.0,22505.14285714286,large,0.6,867019.62
BMW,3 Series,2014,Sedan,105217.0,2000.0,Petrol,Automatic,15499.0,13152.125,medium,0.6,966827.62
Ford,Fusion,2013,Sedan,273267.0,2000.0,Plug-in Hybrid,Automatic,12499.0,30363.0,large,0.6,779687.62
Volkswagen,Sharan,2006,Minivan,357415.0,1900.0,Diesel,Manual,3299.0,22338.4375,large,0.6,205791.62
Citroen,Rare,2012,Universal,174677.0,2000.0,Hybrid,Automatic,11399.0,17467.7,medium,0.6,711069.62
Volvo,Rare,2015,Universal,183000.0,2000.0,Metan/Propan,Automatic,10899.0,26142.85714285714,large,0.6,679879.62
Audi,Rare,2010,Hatchback,159390.0,1400.0,Petrol,Automatic,10899.0,13282.5,medium,0.6,679879.62
Ford,Fusion,2013,Sedan,159631.0,2000.0,Hybrid,Automatic,11199.0,17736.777777777777,medium,0.6,698593.62
Toyota,Prius,2009,Hatchback,235258.0,1500.0,Hybrid,Automatic,6899.0,18096.76923076923,medium,0.6,430359.62
Lexus,IS Series,2014,Sedan,153374.0,2500.0,Hybrid,Automatic,19999.0,19171.75,large,0.9,1247537.62
BMW,X5,2015,Crossover,56895.0,2000.0,Plug-in Hybrid,Automatic,32500.0,8127.857142857143,low,0.6,2027350.0
Dacia,Duster,2014,Crossover,187219.0,1500.0,Diesel,Manual,8799.0,23402.375,large,0.6,548881.62
BMW,X3,2008,Crossover,132345.0,2000.0,Petrol,Manual,7999.0,9453.214285714286,low,0.6,498977.62
Lexus,RX Series,2003,Crossover,277743.0,3000.0,Metan/Propan,Automatic,8999.0,14618.052631578948,medium,0.9,561357.62
Renault,Talisman,2016,Sedan,116914.0,1500.0,Diesel,Automatic,12799.0,19485.666666666668,large,0.6,798401.62
Hyundai,Tucson,2017,Crossover,38331.0,1600.0,Petrol,Automatic,17900.0,7666.2,low,0.6,1116602.0
Audi,A8,1999,Sedan,343621.0,4200.0,Petrol,Automatic,6499.0,14940.04347826087,medium,1.5,405407.62
Skoda,Octavia,2015,Sedan,109175.0,1600.0,Diesel,Manual,10799.0,15596.42857142857,medium,0.6,673641.62
BMW,X6,2010,Crossover,171618.0,3000.0,Diesel,Automatic,24900.0,14301.5,medium,0.9,1553262.0
Toyota,Land Cruiser Prado,2009,SUV,261703.0,2700.0,Petrol,Automatic,21999.0,20131.0,large,0.9,1372297.62
Renault,Megane,2012,Universal,198104.0,1500.0,Diesel,Manual,7999.0,19810.4,large,0.6,498977.62
BMW,X6,2013,Crossover,201464.0,3000.0,Diesel,Automatic,29000.0,22384.88888888889,large,0.9,1809020.0
Audi,Rare,2011,Sedan,57312.0,3000.0,Petrol,Automatic,24999.0,5210.181818181818,low,0.9,1559437.62
Toyota,Rare,2013,Universal,185102.0,1800.0,Hybrid,Automatic,9499.0,20566.88888888889,large,0.6,592547.62
Dacia,Logan Mcv,2008,Universal,422062.0,1400.0,Metan/Propan,Automatic,2999.0,30147.285714285717,large,0.6,187077.62
Renault,Kadjar,2015,Crossover,150000.0,1500.0,Diesel,Automatic,12999.0,21428.571428571428,large,0.6,810877.62
BMW,5 Series,2012,Sedan,191081.0,2000.0,Diesel,Automatic,18499.0,19108.1,large,0.6,1153967.62
BMW,5 Series,2017,Sedan,19753.0,2000.0,Petrol,Automatic,31500.0,3950.6,low,0.6,1964970.0
Volvo,XC60,2013,Universal,203281.0,2400.0,Diesel,Automatic,18999.0,22586.777777777777,large,0.9,1185157.62
Hyundai,Tucson,2016,Crossover,145557.0,1700.0,Diesel,Automatic,18599.0,24259.5,large,0.6,1160205.62
Toyota,Prius,2010,Hatchback,162811.0,1800.0,Hybrid,Automatic,8999.0,13567.583333333334,medium,0.6,561357.62
Opel,Insignia,2014,Sedan,101739.0,2000.0,Petrol,Automatic,11499.0,12717.375,medium,0.6,717307.62
Dacia,Duster,2011,Crossover,165000.0,1487.0,Diesel,Manual,7999.0,15000.0,medium,0.6,498977.62
Toyota,Auris,2010,Hatchback,200797.0,1400.0,Diesel,Manual,7399.0,16733.083333333332,medium,0.6,461549.62
Honda,CR-V,2013,Crossover,150000.0,2200.0,Diesel,Automatic,16999.0,16666.666666666668,medium,0.9,1060397.62
Volvo,Rare,2015,Universal,238850.0,2400.0,Hybrid,Automatic,14799.0,34121.42857142857,large,0.9,923161.62
Audi,Rare,2014,Hatchback,179491.0,1400.0,Metan/Propan,Automatic,13599.0,22436.375,large,0.6,848305.62
Skoda,Octavia,2014,Universal,212111.0,1600.0,Diesel,Manual,10499.0,26513.875,large,0.6,654927.62
Audi,Rare,2017,Sedan,65000.0,4000.0,Petrol,Automatic,79999.0,13000.0,medium,1.2,4990337.62
Skoda,Fabia,2015,Universal,125144.0,1400.0,Diesel,Manual,6999.0,17877.714285714286,medium,0.6,436597.62
Toyota,Rav 4,2007,Crossover,139524.0,2000.0,Metan/Propan,Automatic,10299.0,9301.6,low,0.6,642451.62
Audi,Q7,2016,Crossover,183957.0,3000.0,Diesel,Automatic,53500.0,30659.5,large,0.9,3337330.0
Nissan,Rare,2011,Hatchback,154000.0,1500.0,Diesel,Manual,5699.0,14000.0,medium,0.6,355503.62
Toyota,Prius,2013,Sedan,158832.0,1800.0,Hybrid,Automatic,9199.0,17648.0,medium,0.6,573833.62
Volkswagen,Transporter,2014,Minivan,176727.0,2000.0,Diesel,Automatic,16300.0,22090.875,large,0.6,1016794.0
Opel,Astra,2011,Universal,172000.0,1300.0,Diesel,Manual,6199.0,15636.363636363636,medium,0.6,386693.62
Volkswagen,Rare,2014,Minivan,111898.0,2000.0,Diesel,Automatic,31500.0,13987.25,medium,0.6,1964970.0
Toyota,Avensis,2006,Universal,235619.0,2000.0,Diesel,Manual,7499.0,14726.1875,medium,0.6,467787.62
Toyota,Corolla,2007,Universal,274393.0,1400.0,Diesel,Manual,6399.0,18292.866666666665,medium,0.6,399169.62
Volkswagen,Golf,2004,Hatchback,218000.0,1600.0,Petrol,Manual,5499.0,12111.111111111111,medium,0.6,343027.62
BMW,7 Series,2003,Sedan,400000.0,3500.0,Metan/Propan,Automatic,7399.0,21052.63157894737,large,1.2,461549.62
Ford,Fusion,2016,Sedan,142093.0,2000.0,Hybrid,Automatic,14499.0,23682.166666666668,large,0.6,904447.62
Nissan,Juke,2011,Crossover,225221.0,1500.0,Diesel,Manual,7499.0,20474.636363636364,large,0.6,467787.62
Volkswagen,Caddy,2011,Combi,207000.0,1600.0,Diesel,Manual,5599.0,18818.18181818182,large,0.6,349265.62
Skoda,Octavia,2015,Universal,148924.0,1800.0,Petrol,Automatic,15999.0,21274.85714285714,large,0.6,998017.62
Toyota,Camry,2007,Sedan,148694.0,2400.0,Petrol,Automatic,7499.0,9912.933333333332,low,0.9,467787.62
Renault,Clio,2018,Universal,138966.0,1500.0,Diesel,Manual,7699.0,34741.5,large,0.6,480263.62
Volvo,XC60,2010,Crossover,224113.0,2000.0,Diesel,Automatic,14899.0,18676.08333333333,medium,0.6,929399.62
BMW,7 Series,2006,Sedan,213358.0,4000.0,Metan/Propan,Automatic,10999.0,13334.875,medium,1.2,686117.62
Lexus,GS Series,2015,Sedan,41770.0,2000.0,Petrol,Automatic,26499.0,5967.142857142857,low,0.6,1653007.62
KIA,Rare,2001,Sedan,359000.0,2000.0,Metan/Propan,Automatic,3899.0,17095.238095238095,medium,0.6,243219.62000000002
Nissan,Juke,2016,Crossover,24515.0,1200.0,Petrol,Manual,10999.0,4085.8333333333335,low,0.6,686117.62
Mitsubishi,Lancer,2009,Sedan,190000.0,1600.0,Petrol,Manual,5799.0,14615.384615384615,medium,0.6,361741.62
Toyota,Rare,2015,Universal,243944.0,1800.0,Hybrid,Automatic,12799.0,34849.142857142855,large,0.6,798401.62
Audi,A4,2015,Sedan,97070.0,2000.0,Petrol,Automatic,15499.0,13867.142857142857,medium,0.6,966827.62
Renault,Rare,2014,Crossover,127350.0,1500.0,Diesel,Automatic,10399.0,15918.75,medium,0.6,648689.62
Skoda,Fabia,2019,Universal,20327.0,1000.0,Petrol,Manual,11999.0,6775.666666666667,low,0.6,748497.62
Toyota,Prius,2016,Hatchback,137845.0,1800.0,Hybrid,Automatic,12999.0,22974.166666666668,large,0.6,810877.62
Volkswagen,Jetta,2013,Sedan,216380.0,1400.0,Hybrid,Automatic,8799.0,24042.222222222223,large,0.6,548881.62
Peugeot,Rare,2013,Crossover,207411.0,2000.0,Hybrid,Automatic,9499.0,23045.666666666668,large,0.6,592547.62
Skoda,Octavia,2005,Hatchback,437155.0,1600.0,Metan/Propan,Manual,4199.0,25715.0,large,0.6,261933.62000000002
Audi,A6,2011,Universal,200000.0,2000.0,Diesel,Manual,13399.0,18181.81818181818,medium,0.6,835829.62
BMW,X5,2017,Crossover,75200.0,2000.0,Diesel,Automatic,40499.0,15040.0,medium,0.6,2526327.62
Toyota,Prius,2007,Hatchback,244224.0,1497.0,Hybrid,Automatic,6399.0,16281.6,medium,0.6,399169.62
Toyota,Corolla,2006,Universal,230697.0,1400.0,Diesel,Manual,6499.0,14418.5625,medium,0.6,405407.62
Toyota,Prius,2009,Sedan,193188.0,1500.0,Hybrid,Automatic,7999.0,14860.615384615385,medium,0.6,498977.62
Suzuki,Rare,2008,Crossover,196228.0,2000.0,Petrol,Automatic,5499.0,14016.285714285714,medium,0.6,343027.62
Ford,Fiesta,2005,Hatchback,282668.0,1400.0,Diesel,Manual,3999.0,16627.529411764706,medium,0.6,249457.62000000002
