Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price_euro,km_year,Dis_rating,Nalog_cof,Price_Ru
6,47,2013,10,123000.0,1500.0,4,1,7400.0,13666.666666666666,2,0.6,461612.0
11,33,2016,11,62000.0,2000.0,5,0,11100.0,10333.333333333334,2,0.6,692418.0
43,88,1991,10,296000.0,1800.0,4,1,1900.0,9548.387096774191,1,0.6,118522.0
28,23,2005,6,400000.0,1700.0,0,1,4450.0,23529.41176470588,0,0.6,277591.0
36,113,2008,10,286213.0,2000.0,4,1,6300.0,20443.785714285717,0,0.6,392994.0
28,23,1999,11,123456.0,1700.0,0,1,1800.0,5367.652173913043,1,0.6,112284.0
11,54,2013,10,90000.0,1600.0,4,0,9900.0,10000.0,1,0.6,617562.0
33,62,2010,11,175000.0,1500.0,0,1,5950.0,14583.333333333334,2,0.6,371161.0
28,122,1994,4,333460.0,2000.0,3,1,1100.0,11909.285714285714,2,0.6,68618.0
6,101,2014,4,110000.0,1500.0,0,1,6600.0,13750.0,2,0.6,411708.0
14,133,2014,9,170000.0,2000.0,0,0,14799.0,21250.0,0,0.6,923161.62
22,101,1994,10,300000.0,2000.0,4,0,1600.0,10714.285714285714,2,0.6,99808.0
23,48,1986,10,330000.0,2600.0,3,1,5000.0,9166.666666666666,1,0.9,311900.0
27,125,2011,3,168000.0,2000.0,0,1,4700.0,15272.727272727272,2,0.6,293186.0
43,90,2014,4,146000.0,1422.0,0,1,8000.0,18250.0,2,0.6,499040.0
28,23,2001,4,239000.0,1400.0,4,1,2950.0,11380.952380952382,2,0.6,184021.0
2,12,2004,10,188200.0,3000.0,4,0,8400.0,10455.555555555557,2,0.9,523992.0
27,95,2011,3,170000.0,1500.0,0,1,9000.0,15454.545454545454,2,0.6,561420.0
14,110,2015,10,70000.0,1600.0,4,0,11000.0,10000.0,1,0.6,686180.0
36,101,2013,6,188000.0,1600.0,0,1,5700.0,20888.88888888889,0,0.6,355566.0
2,101,2020,3,6000.0,3000.0,4,0,51999.0,3000.0,1,0.9,3243697.62
5,30,2014,6,171000.0,1600.0,0,1,6900.0,21375.0,0,0.6,430422.0
20,97,2008,3,222700.0,3300.0,2,0,14000.0,15907.142857142857,2,1.2,873320.0
43,61,2004,4,230000.0,1400.0,4,1,4450.0,12777.777777777776,2,0.6,277591.0
14,101,2014,11,140000.0,1690.0,0,0,10999.0,17500.0,2,0.6,686117.62
44,101,2018,10,65000.0,2000.0,4,0,26500.0,16250.0,2,0.6,1653070.0
19,101,2018,9,45000.0,3000.0,0,0,51700.0,11250.0,2,0.9,3225046.0
25,101,2007,4,139800.0,1499.0,4,0,4550.0,9320.0,1,0.6,283829.0
23,108,1994,10,300000.0,2000.0,3,1,3000.0,10714.285714285714,2,0.6,187140.0
41,79,2003,4,179632.0,1800.0,4,1,5600.0,9454.315789473683,1,0.6,349328.0
19,101,2013,9,45100.0,2200.0,0,1,64000.0,5011.111111111111,1,0.9,3992320.0
28,81,2006,11,111111.0,1300.0,0,1,3350.0,6944.4375,1,0.6,208973.0
28,23,2011,11,205000.0,1300.0,0,1,6350.0,18636.36363636364,2,0.6,396113.0
33,62,2010,11,111111.0,1500.0,0,1,5550.0,9259.25,1,0.6,346209.0
41,26,2012,11,266120.0,2000.0,0,1,9990.0,26612.0,0,0.6,623176.2000000001
41,101,1994,2,250000.0,2200.0,3,1,2200.0,8928.57142857143,1,0.9,137236.0
29,101,2000,6,300000.0,1900.0,0,1,1050.0,13636.363636363636,2,0.6,65499.0
6,105,2013,4,112000.0,1149.0,4,1,4100.0,12444.444444444443,2,0.6,255758.0
2,6,2016,10,35000.0,1999.0,4,0,19000.0,5833.333333333333,1,0.6,1185220.0
28,122,1992,10,40000.0,1800.0,4,1,1200.0,1333.3333333333333,1,0.6,74856.0
42,2,1985,10,44800.0,1500.0,4,1,1750.0,1210.8108108108108,1,0.6,109165.0
28,23,2006,11,263000.0,1300.0,0,1,4600.0,16437.5,2,0.6,286948.0
33,62,2016,6,158820.0,1500.0,0,0,11000.0,26470.0,0,0.6,686180.0
6,77,2009,11,319000.0,1400.0,3,1,3300.0,24538.46153846154,0,0.6,205854.0
44,101,1991,11,10000.0,1800.0,3,1,750.0,322.5806451612903,1,0.6,46785.0
2,6,2002,11,250000.0,2000.0,0,0,5800.0,12500.0,2,0.6,361804.0
43,88,2008,10,11222.0,1800.0,4,1,6700.0,801.5714285714286,1,0.6,417946.0
6,77,2017,11,150000.0,1500.0,0,0,7490.0,30000.0,0,0.6,467226.2
1,17,1993,11,250000.0,2600.0,3,0,3500.0,8620.689655172413,1,0.9,218330.0
42,101,1999,10,9400.0,1500.0,4,1,1000.0,408.69565217391306,1,0.6,62380.0
13,20,2007,10,173000.0,2200.0,0,1,2750.0,11533.333333333334,2,0.9,171545.0
2,12,2010,10,230000.0,3000.0,0,0,19999.0,19166.666666666668,0,0.9,1247537.62
1,15,2013,10,73117.0,2000.0,4,0,12999.0,8124.111111111111,1,0.6,810877.62
23,48,2017,10,204664.0,2000.0,0,0,24700.0,40932.8,0,0.6,1540786.0
36,50,2011,11,247037.0,1200.0,0,1,5299.0,22457.90909090909,0,0.6,330551.62
1,93,2013,3,192155.0,2000.0,2,0,19499.0,21350.555555555555,0,0.6,1216347.62
18,86,2014,10,52206.0,2000.0,3,0,10499.0,6525.75,1,0.6,654927.62
20,97,2008,3,189149.0,3311.0,2,0,16499.0,13510.642857142857,2,1.2,1029207.62
41,24,2011,4,189000.0,1400.0,0,1,7299.0,17181.81818181818,2,0.6,455311.62
23,48,2017,11,203000.0,2000.0,0,0,16499.0,40600.0,0,0.6,1029207.62
19,98,2008,9,165000.0,3660.0,0,0,13999.0,11785.714285714286,2,1.2,873257.62
41,92,2018,4,150000.0,1800.0,2,0,14500.0,37500.0,0,0.6,904510.0
1,17,2005,11,142000.0,2000.0,4,1,7399.0,8352.941176470587,1,0.6,461549.62
25,101,2016,4,70452.0,1200.0,4,1,7699.0,11742.0,2,0.6,480263.62
43,117,2014,11,178887.0,2000.0,0,1,12899.0,22360.875,0,0.6,804639.62
6,101,2013,4,142012.0,900.0,4,1,6950.0,15779.111111111111,2,0.6,433541.0
41,44,2015,10,36768.0,1300.0,4,1,9399.0,5252.571428571428,1,0.6,586309.62
43,88,2015,11,212226.0,1968.0,0,0,17400.0,30318.0,0,0.6,1085412.0
33,80,2013,4,212328.0,1500.0,0,1,6700.0,23592.0,0,0.6,417946.0
36,113,2014,10,115000.0,1400.0,4,1,10899.0,14375.0,2,0.6,679879.62
6,47,2014,3,166000.0,1500.0,0,1,9399.0,20750.0,0,0.6,586309.62
28,132,2003,11,256000.0,1800.0,3,1,3800.0,13473.684210526317,2,0.6,237044.0
23,57,2012,3,259000.0,2200.0,0,0,13999.0,25900.0,0,0.9,873257.62
43,61,2008,11,198000.0,1400.0,4,1,5100.0,14142.857142857143,2,0.6,318138.0
2,126,2016,9,156000.0,2000.0,0,0,24950.0,26000.0,0,0.6,1556381.0
3,28,2009,4,258000.0,1200.0,4,1,2899.0,19846.153846153848,0,0.6,180839.62
22,10,2004,10,361086.0,2000.0,4,1,4199.0,20060.33333333333,0,0.6,261933.62000000002
23,48,2000,11,370000.0,2000.0,3,1,3499.0,16818.18181818182,2,0.6,218267.62
23,14,1999,4,175067.0,1600.0,4,0,3699.0,7611.608695652174,1,0.6,230743.62
20,84,2015,3,148460.0,2494.0,2,0,22999.0,21208.571428571428,0,0.9,1434677.62
20,101,2001,9,212119.0,4700.0,4,0,17899.0,10100.90476190476,1,1.5,1116539.62
28,23,2005,11,200000.0,1600.0,3,1,4899.0,11764.70588235294,2,0.6,305599.62
20,97,2007,3,240260.0,3300.0,2,0,14499.0,16017.333333333334,2,1.2,904447.62
22,10,2015,10,123195.0,2000.0,4,0,14999.0,17599.285714285714,2,0.6,935637.62
14,106,2016,3,174571.0,2000.0,4,0,16999.0,29095.166666666668,0,0.6,1060397.62
22,101,2015,3,162250.0,2200.0,0,0,15999.0,23178.571428571428,0,0.9,998017.62
20,84,2015,3,127426.0,2500.0,2,0,23999.0,18203.714285714286,2,0.9,1497057.62
20,84,2018,3,26974.0,2000.0,4,0,28999.0,6743.5,1,0.6,1808957.62
21,101,2016,10,82236.0,2000.0,2,0,17899.0,13706.0,2,0.6,1116539.62
20,97,2009,3,188203.0,3500.0,2,0,18499.0,14477.153846153846,2,1.2,1153967.62
33,68,2015,11,202680.0,1461.0,0,0,12499.0,28954.285714285717,0,0.6,779687.62
1,15,2013,10,164221.0,1984.0,4,0,20999.0,18246.777777777777,2,0.6,1309917.62
2,127,2016,3,145159.0,2000.0,5,0,36500.0,24193.166666666668,0,0.6,2276870.0
20,84,2016,3,82952.0,2500.0,2,0,24899.0,13825.333333333334,2,0.9,1553199.62
20,97,2006,11,236000.0,3300.0,2,0,12299.0,14750.0,2,1.2,767211.62
21,101,2014,10,140092.0,2000.0,2,0,12499.0,17511.5,2,0.6,779687.62
30,39,2011,3,147148.0,3000.0,2,0,24500.0,13377.09090909091,2,0.9,1528310.0
23,124,2015,5,219289.0,2143.0,0,1,20999.0,31327.0,0,0.9,1309917.62
20,84,2016,3,165000.0,2494.0,2,0,22999.0,27500.0,0,0.9,1434677.62
27,67,2015,3,14809.0,1600.0,4,0,12499.0,2115.5714285714284,1,0.6,779687.62
20,97,2007,3,331179.0,3300.0,2,0,13099.0,22078.6,0,1.2,817115.62
36,113,2016,10,160241.0,2000.0,0,0,20299.0,26706.83333333333,0,0.6,1266251.62
21,101,2014,10,70677.0,2000.0,2,0,13999.0,8834.625,1,0.6,873257.62
22,11,1998,10,201586.0,1998.0,3,0,3199.0,8399.416666666666,1,0.6,199553.62
21,101,2016,10,75426.0,2000.0,2,0,18999.0,12571.0,2,0.6,1185157.62
25,87,2011,9,206145.0,2000.0,4,0,8999.0,18740.454545454544,2,0.6,561357.62
41,73,2002,9,326057.0,4200.0,0,0,15999.0,16302.85,2,1.5,998017.62
23,101,2016,10,102789.0,2000.0,4,0,27999.0,17131.5,2,0.6,1746577.62
2,12,2016,10,58000.0,3000.0,0,0,59950.0,9666.666666666666,1,0.9,3739681.0
24,101,2010,2,175675.0,1600.0,4,1,6499.0,14639.583333333334,2,0.6,405407.62
23,31,2018,10,59341.0,2200.0,2,0,32499.0,14835.25,2,0.9,2027287.62
36,85,2017,10,126645.0,1400.0,4,0,13000.0,25329.0,0,0.6,810940.0
23,31,2010,11,194105.0,2200.0,4,0,12999.0,16175.416666666666,2,0.9,810877.62
1,93,2017,3,133373.0,2000.0,0,0,29500.0,26674.6,0,0.6,1840210.0
23,29,2019,4,6291.0,1300.0,4,0,24299.0,2097.0,1,0.6,1515771.62
36,50,2015,4,139898.0,1400.0,0,0,8499.0,19985.42857142857,0,0.6,530167.62
41,92,2011,4,143296.0,1800.0,2,0,8799.0,13026.90909090909,2,0.6,548881.62
11,83,2013,10,80226.0,1596.0,4,1,7949.0,8914.0,1,0.6,495858.62
36,113,2006,10,216204.0,1800.0,4,1,6199.0,13512.75,2,0.6,386693.62
13,35,2014,3,128796.0,2200.0,0,0,18499.0,16099.5,2,0.9,1153967.62
23,31,2005,10,197058.0,1800.0,4,1,6499.0,11591.64705882353,2,0.6,405407.62
2,12,2020,10,6917.0,3000.0,0,0,91900.0,3458.5,1,0.9,5732722.0
44,101,2019,10,14419.0,2000.0,4,0,31900.0,4806.333333333333,1,0.6,1989922.0
1,17,2005,10,265901.0,2400.0,3,1,6899.0,15641.235294117649,2,0.9,430359.62
23,31,2015,10,163600.0,2200.0,0,1,15699.0,23371.42857142857,0,0.9,979303.62
23,29,2013,11,135000.0,1800.0,0,0,14999.0,15000.0,2,0.6,935637.62
1,101,2015,4,117435.0,1400.0,3,0,13899.0,16776.428571428572,2,0.6,867019.62
2,101,2014,3,191403.0,2000.0,4,0,20799.0,23925.375,0,0.6,1297441.62
14,133,2011,3,165819.0,2000.0,3,0,10299.0,15074.454545454546,2,0.6,642451.62
23,104,1993,10,221539.0,3200.0,3,0,7599.0,7639.275862068966,1,1.2,474025.62
1,15,2002,10,336368.0,1781.0,4,1,4999.0,16818.4,2,0.6,311837.62
33,68,2017,3,162282.0,1500.0,0,0,13299.0,32456.4,0,0.6,829591.62
20,84,2014,3,187112.0,2500.0,2,0,24900.0,23389.0,0,0.9,1553262.0
23,48,2009,10,333999.0,2200.0,0,0,9599.0,25692.23076923077,0,0.9,598785.62
33,80,2012,11,206565.0,1500.0,0,0,8299.0,20656.5,0,0.6,517691.62
11,101,2015,7,113957.0,5000.0,4,0,25499.0,16279.57142857143,2,1.5,1590627.62
24,101,2004,4,155407.0,1600.0,4,0,5599.0,8633.722222222223,1,0.6,349265.62
23,31,1996,10,254000.0,2000.0,3,0,3999.0,9769.23076923077,1,0.6,249457.62000000002
41,38,2007,10,170015.0,2400.0,3,0,7899.0,11334.333333333334,2,0.9,492739.62
13,20,2009,10,164961.0,2000.0,4,0,9399.0,12689.307692307691,2,0.6,586309.62
23,101,2015,5,177555.0,2143.0,0,0,27899.0,25365.0,0,0.9,1740339.62
41,27,2004,6,245233.0,2000.0,0,0,7599.0,13624.055555555557,2,0.6,474025.62
23,31,2011,11,178119.0,2149.0,0,1,11699.0,16192.636363636364,2,0.9,729783.62
27,67,2011,3,139433.0,1500.0,4,1,7999.0,12675.727272727272,2,0.6,498977.62
13,35,2014,3,181146.0,1997.0,4,0,16299.0,22643.25,0,0.6,1016731.62
14,120,2018,3,63633.0,1591.0,4,0,23999.0,15908.25,2,0.6,1497057.62
41,74,2011,9,247647.0,2983.0,0,0,25499.0,22513.36363636364,0,0.9,1590627.62
13,20,2019,10,25885.0,1500.0,4,0,18399.0,8628.333333333334,1,0.6,1147729.62
43,66,2012,10,265518.0,1600.0,4,0,7599.0,26551.8,0,0.6,474025.62
23,31,2015,11,249519.0,2200.0,0,0,18299.0,35645.57142857143,0,0.9,1141491.62
30,39,2009,3,69958.0,3000.0,0,0,23299.0,5381.384615384615,1,0.9,1453391.62
41,26,2004,11,208437.0,1794.0,4,1,5749.0,11579.833333333334,2,0.6,358622.62
43,61,2009,4,115014.0,2000.0,4,1,7799.0,8847.23076923077,1,0.6,486501.62
1,17,2015,10,178363.0,2000.0,0,0,21500.0,25480.42857142857,0,0.6,1341170.0
43,88,2017,10,217734.0,2000.0,0,0,23499.0,43546.8,0,0.6,1465867.62
1,18,2018,10,39000.0,3000.0,4,0,69900.0,9750.0,1,0.9,4360362.0
14,120,2017,3,121341.0,2000.0,4,0,16899.0,24268.2,0,0.6,1054159.62
43,61,2019,4,53024.0,1600.0,0,0,19499.0,17674.666666666668,2,0.6,1216347.62
23,31,2013,10,73565.0,1800.0,4,0,12499.0,8173.888888888889,1,0.6,779687.62
25,72,2008,10,89705.0,2000.0,4,1,8699.0,6407.5,1,0.6,542643.62
2,9,2011,10,261672.0,2000.0,0,0,17199.0,23788.36363636364,0,0.6,1072873.62
13,20,2015,10,132000.0,2000.0,2,0,12699.0,18857.14285714286,0,0.6,792163.62
35,101,2009,10,141831.0,1800.0,3,1,8799.0,10910.076923076924,2,0.6,548881.62
43,117,2015,11,181389.0,1400.0,3,0,9899.0,25912.714285714286,0,0.6,617499.62
19,101,2012,3,132502.0,2179.0,0,0,17999.0,13250.2,2,0.9,1122777.62
44,130,2015,11,200000.0,1969.0,0,0,30900.0,28571.42857142857,0,0.6,1927542.0
35,101,2000,1,132354.0,1900.0,0,1,1999.0,6016.090909090909,1,0.6,124697.62000000001
19,98,2014,3,110809.0,4367.0,0,0,53299.0,13851.125,2,1.5,3324791.62
2,9,2004,10,411866.0,2500.0,0,0,8799.0,22881.444444444445,0,0.9,548881.62
14,60,2007,4,343445.0,1400.0,4,1,3499.0,22896.33333333333,0,0.6,218267.62
2,6,2004,10,273254.0,1995.0,0,1,5999.0,15180.777777777776,2,0.6,374217.62
41,92,2008,4,320230.0,1500.0,2,0,5799.0,22873.571428571428,0,0.6,361741.62
41,44,2015,10,184446.0,1800.0,3,0,8999.0,26349.42857142857,0,0.6,561357.62
41,92,2016,4,59819.0,1800.0,2,0,14999.0,9969.833333333334,1,0.6,935637.62
43,88,2008,10,199116.0,1400.0,4,0,7099.0,14222.57142857143,2,0.6,442835.62
36,101,2011,3,12000.0,1200.0,4,1,7499.0,1090.909090909091,1,0.6,467787.62
36,50,2015,11,153569.0,1400.0,0,1,7299.0,21938.42857142857,0,0.6,455311.62
33,42,2014,11,177000.0,1500.0,0,1,8499.0,22125.0,0,0.6,530167.62
33,62,2013,11,223493.0,1500.0,0,1,7299.0,24832.555555555555,0,0.6,455311.62
11,54,2018,10,76723.0,2000.0,2,0,17999.0,19180.75,0,0.6,1122777.62
2,127,2006,9,209270.0,3000.0,4,0,11999.0,13079.375,2,0.9,748497.62
1,15,2013,10,111471.0,2000.0,4,0,12999.0,12385.666666666666,2,0.6,810877.62
23,48,2017,10,63000.0,2000.0,4,0,32499.0,12600.0,2,0.6,2027287.62
43,88,2015,10,137806.0,1798.0,4,0,12999.0,19686.571428571428,0,0.6,810877.62
43,101,2012,6,163696.0,2000.0,0,0,23500.0,16369.6,2,0.6,1465930.0
28,23,2005,11,246265.0,1800.0,3,1,4999.0,14486.176470588236,2,0.6,311837.62
11,54,2016,10,72935.0,2000.0,5,0,16999.0,12155.833333333334,2,0.6,1060397.62
23,101,2013,9,97760.0,3000.0,0,0,34999.0,10862.222222222224,2,0.9,2183237.62
23,48,2016,10,266935.0,2000.0,0,0,22500.0,44489.16666666666,0,0.6,1403550.0
23,48,2018,10,115409.0,1950.0,0,0,36299.0,28852.25,0,0.6,2264331.62
11,54,2018,10,39027.0,2000.0,2,0,14900.0,9756.75,1,0.6,929462.0
2,12,2016,10,107179.0,3000.0,0,0,47900.0,17863.166666666668,2,0.9,2988002.0
43,89,2014,10,65979.0,1800.0,4,0,16499.0,8247.375,1,0.6,1029207.62
41,24,2015,11,187922.0,1364.0,0,1,8699.0,26846.0,0,0.6,542643.62
2,126,2007,3,327960.0,1995.0,0,0,9999.0,21864.0,0,0.6,623737.62
43,88,2012,11,182875.0,1400.0,3,1,8899.0,18287.5,2,0.6,555119.62
23,31,2011,11,204000.0,2200.0,0,0,12999.0,18545.454545454544,2,0.9,810877.62
43,101,2009,11,149871.0,1400.0,4,1,8099.0,11528.53846153846,2,0.6,505215.62
33,68,2015,3,141530.0,1500.0,0,0,13199.0,20218.571428571428,0,0.6,823353.62
15,101,2013,3,261072.0,2500.0,2,0,19999.0,29008.0,0,0.9,1247537.62
41,25,2014,10,77495.0,2500.0,2,0,17999.0,9686.875,1,0.9,1122777.62
41,92,2013,4,143120.0,1800.0,2,0,11999.0,15902.222222222224,2,0.6,748497.62
23,48,2016,10,12351.0,2000.0,4,0,25499.0,2058.5,1,0.6,1590627.62
23,48,2015,10,256500.0,2200.0,2,0,19499.0,36642.857142857145,0,0.9,1216347.62
18,101,2017,3,219916.0,1600.0,2,0,14499.0,43983.2,0,0.6,904447.62
2,12,1998,10,293263.0,2800.0,3,0,5699.0,12219.291666666666,2,0.9,355503.62
43,109,2009,6,235406.0,2000.0,0,1,7699.0,18108.153846153848,2,0.6,480263.62
23,55,2016,3,170351.0,2200.0,0,0,28999.0,28391.83333333333,0,0.9,1808957.62
2,6,2015,10,32337.0,2000.0,4,0,13999.0,4619.571428571428,1,0.6,873257.62
23,48,2013,10,208301.0,2200.0,0,0,18499.0,23144.555555555555,0,0.9,1153967.62
23,55,2016,3,162772.0,2143.0,0,0,29499.0,27128.666666666668,0,0.9,1840147.62
41,24,2013,4,182109.0,1400.0,0,0,11899.0,20234.33333333333,0,0.6,742259.62
33,107,2013,11,183486.0,1500.0,0,0,9899.0,20387.33333333333,0,0.6,617499.62
23,124,2009,6,251853.0,2148.0,0,1,8499.0,19373.30769230769,0,0.9,530167.62
1,17,2007,10,184315.0,2000.0,4,1,8850.0,12287.666666666666,2,0.6,552063.0
33,68,2015,3,130568.0,1500.0,0,0,14199.0,18652.571428571428,2,0.6,885733.62
1,17,2012,10,148304.0,2000.0,4,0,13299.0,14830.4,2,0.6,829591.62
6,47,2012,3,139433.0,1500.0,0,1,7199.0,13943.3,2,0.6,449073.62
14,19,2018,10,39188.0,1600.0,4,0,10499.0,9797.0,1,0.6,654927.62
23,101,2004,2,385495.0,2688.0,0,0,11999.0,21416.38888888889,0,0.9,748497.62
41,24,2011,4,130701.0,1400.0,0,1,7799.0,11881.90909090909,2,0.6,486501.62
36,113,2014,10,203405.0,1600.0,0,0,14199.0,25425.625,0,0.6,885733.62
23,48,2009,10,230654.0,1800.0,3,0,9599.0,17742.615384615383,2,0.6,598785.62
36,101,2007,10,219020.0,2000.0,4,1,7299.0,14601.333333333334,2,0.6,455311.62
6,101,2013,11,135956.0,1200.0,4,1,6299.0,15106.222222222224,2,0.6,392931.62
33,107,2014,11,156200.0,1500.0,0,1,8499.0,19525.0,0,0.6,530167.62
5,101,2016,3,58552.0,1600.0,0,0,13899.0,9758.666666666666,1,0.6,867019.62
1,93,2013,3,120697.0,2000.0,4,0,20000.0,13410.777777777776,2,0.6,1247600.0
13,20,2018,10,61503.0,1993.0,2,0,18500.0,15375.75,2,0.6,1154030.0
20,97,2010,3,225000.0,3500.0,2,0,19999.0,18750.0,2,1.2,1247537.62
23,48,2013,10,204545.0,2200.0,2,0,16999.0,22727.222222222223,0,0.9,1060397.62
43,66,2013,10,197710.0,1395.0,2,0,8250.0,21967.777777777777,0,0.6,514635.0
41,74,2012,3,171875.0,2700.0,3,0,22000.0,17187.5,2,0.9,1372360.0
13,35,2014,3,180570.0,1600.0,0,1,14200.0,22571.25,0,0.6,885796.0
1,15,2012,11,257750.0,2000.0,0,0,17499.0,25775.0,0,0.6,1091587.62
23,48,2012,10,178031.0,2143.0,0,0,17500.0,17803.1,2,0.9,1091650.0
33,107,2012,4,209205.0,1500.0,0,1,7699.0,20920.5,0,0.6,480263.62
14,120,2018,3,87799.0,1600.0,4,0,19500.0,21949.75,0,0.6,1216410.0
1,17,2009,10,147396.0,2000.0,4,0,12999.0,11338.153846153846,2,0.6,810877.62
2,9,2002,10,333531.0,2200.0,3,0,4999.0,16676.55,2,0.9,311837.62
14,106,2013,3,99745.0,2000.0,4,0,15699.0,11082.777777777776,2,0.6,979303.62
11,101,2015,3,160004.0,2000.0,4,0,15999.0,22857.714285714286,0,0.6,998017.62
44,130,2013,3,141437.0,2400.0,0,0,23000.0,15715.222222222224,2,0.9,1434740.0
33,80,2015,4,118416.0,1461.0,0,1,9899.0,16916.571428571428,2,0.6,617499.62
2,101,2015,2,90772.0,2000.0,4,0,18499.0,12967.42857142857,2,0.6,1153967.62
2,6,2012,10,173305.0,1995.0,0,1,11499.0,17330.5,2,0.6,717307.62
23,48,2006,10,434396.0,2200.0,0,0,8999.0,27149.75,0,0.9,561357.62
20,101,2007,9,194533.0,4678.0,3,0,25650.0,12968.866666666669,2,1.5,1600047.0
6,101,2017,4,65000.0,898.0,4,1,7199.0,13000.0,2,0.6,449073.62
33,80,2014,4,208585.0,1461.0,0,0,7799.0,26073.125,0,0.6,486501.62
43,88,1991,10,333542.0,1800.0,3,1,1899.0,10759.41935483871,2,0.6,118459.62000000001
43,61,2009,4,144890.0,1390.0,4,1,6799.0,11145.384615384615,2,0.6,424121.62
18,112,2016,3,40630.0,1700.0,0,0,16750.0,6771.666666666667,1,0.6,1044865.0
43,101,2008,6,189412.0,2500.0,0,1,12400.0,13529.42857142857,2,0.9,773512.0
2,9,2013,10,128886.0,2000.0,0,0,17499.0,14320.666666666666,2,0.6,1091587.62
40,101,2015,3,80742.0,1600.0,4,1,12399.0,11534.57142857143,2,0.6,773449.62
43,61,2013,4,187399.0,1400.0,4,0,9999.0,20822.11111111111,0,0.6,623737.62
23,124,2019,6,99808.0,2000.0,0,0,28499.0,33269.333333333336,0,0.6,1777767.62
43,88,2017,10,120200.0,1800.0,4,0,12999.0,24040.0,0,0.6,810877.62
30,101,2015,10,46000.0,4800.0,4,0,67899.0,6571.428571428572,1,1.5,4235539.62
23,104,2013,10,248413.0,3000.0,0,0,33500.0,27601.444444444445,0,0.9,2089730.0
20,101,2010,3,220990.0,4608.0,3,0,27499.0,18415.83333333333,2,1.5,1715387.62
43,61,2009,4,110601.0,1400.0,4,1,7150.0,8507.76923076923,1,0.6,446017.0
2,128,2008,3,132917.0,2979.0,4,0,18900.0,9494.07142857143,1,0.9,1178982.0
15,101,2016,4,14733.0,2000.0,4,0,18499.0,2455.5,1,0.6,1153967.62
43,117,2011,6,200907.0,1200.0,4,1,7599.0,18264.272727272728,2,0.6,474025.62
41,24,2015,4,161881.0,1800.0,2,0,11799.0,23125.85714285714,0,0.6,736021.62
2,127,2011,3,202957.0,3000.0,0,0,24499.0,18450.636363636364,2,0.9,1528247.62
27,95,2016,3,154043.0,1500.0,0,1,13699.0,25673.83333333333,0,0.6,854543.62
2,128,2017,3,70714.0,3000.0,0,0,56999.0,14142.8,2,0.9,3555597.62
5,101,2011,5,214791.0,1560.0,0,0,6999.0,19526.454545454544,0,0.6,436597.62
11,83,2010,10,178125.0,1999.0,3,1,7899.0,14843.75,2,0.6,492739.62
33,68,2018,3,36011.0,1200.0,4,1,11799.0,9002.75,1,0.6,736021.62
19,101,2012,3,93112.0,2179.0,0,0,19499.0,9311.2,1,0.9,1216347.62
23,78,2012,11,234428.0,2200.0,0,0,25299.0,23442.8,0,0.9,1578151.62
32,101,2006,10,399470.0,1900.0,0,0,3599.0,24966.875,0,0.6,224505.62
2,12,2012,10,125076.0,3000.0,4,0,24500.0,12507.6,2,0.9,1528310.0
6,76,2008,4,203644.0,1500.0,0,1,4599.0,14546.0,2,0.6,286885.62
43,88,2015,11,183979.0,2000.0,0,0,18499.0,26282.714285714286,0,0.6,1153967.62
14,120,2018,3,10500.0,1600.0,0,0,22900.0,2625.0,1,0.6,1428502.0
41,32,2017,3,130591.0,1800.0,2,0,18499.0,26118.2,0,0.6,1153967.62
33,80,2016,11,175000.0,1461.0,0,1,11599.0,29166.666666666668,0,0.6,723545.62
15,101,2016,3,102151.0,2500.0,2,0,29999.0,17025.166666666668,2,0.9,1871337.62
2,101,2017,4,61827.0,647.0,2,0,20599.0,12365.4,2,0.6,1284965.62
44,101,2013,11,151658.0,2400.0,5,0,14499.0,16850.88888888889,2,0.9,904447.62
41,92,2013,4,123821.0,1798.0,5,0,9999.0,13757.888888888889,2,0.6,623737.62
39,101,2007,3,230384.0,3000.0,3,0,8299.0,15358.933333333332,2,0.9,517691.62
11,54,2014,10,213000.0,2000.0,2,0,11399.0,26625.0,0,0.6,711069.62
14,106,2017,3,22843.0,2000.0,4,0,20999.0,4568.6,1,0.6,1309917.62
36,113,2015,10,159272.0,1600.0,0,0,16950.0,22753.14285714286,0,0.6,1057341.0
41,92,2008,4,244000.0,1500.0,2,0,6999.0,17428.571428571428,2,0.6,436597.62
20,49,2007,10,171934.0,3456.0,4,0,12699.0,11462.266666666666,2,1.2,792163.62
20,97,2016,3,141764.0,3500.0,2,0,47999.0,23627.33333333333,0,1.2,2994177.62
23,57,2011,3,192000.0,2143.0,0,0,15650.0,17454.545454545456,2,0.9,976247.0
23,55,2015,3,60570.0,2149.0,0,0,31900.0,8652.857142857143,1,0.9,1989922.0
23,104,2014,10,106029.0,2987.0,0,0,43900.0,13253.625,2,0.9,2738482.0
43,101,2000,10,317409.0,1595.0,4,0,4150.0,14427.681818181818,2,0.6,258877.0
33,80,2014,11,211688.0,1500.0,0,0,8799.0,26461.0,0,0.6,548881.62
11,101,2017,3,115494.0,1500.0,4,0,13499.0,23098.8,0,0.6,842067.62
43,117,2011,11,143981.0,1390.0,4,0,9500.0,13089.181818181818,2,0.6,592610.0
44,101,2013,4,199749.0,1560.0,0,1,10999.0,22194.33333333333,0,0.6,686117.62
